Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track
Calvin Harris,7/28/2023,561,64.2,226519256.0,"43,558","87,204,848",75.0,"51,312,470","504,978",1946.0,"80,070","2,439,093","524,372,800",89.0,"133,567",35,98.0,"1,777,050",31.0,"3,204,383",408,"4,424,240","2,178,835",0
Aurel Surya Lie,8/29/2022,564,64.1,142732.0,90,"4,986",21.0,"195,295","5,143",6975800.0,"319,088,576","5,316,677,737",,,,,,,,,,,"21,634",0
Elton John,11/10/2017,565,64.0,2011121774.0,"314,601","173,805,568",77.0,"545,470,329","2,971,579",472726.0,"57,732,873","943,751,388","4,809,912,436",441.0,"657,334",,302.0,"15,295,344",147.0,"219,173,521","71,766",,"18,802,954",0
ROSALï¿½,3/28/2019,566,63.9,770653954.0,"81,459","36,880,651",66.0,"2,296,478,541","10,488,884",216000.0,"24,907,115","353,024,939","485,556,969",194.0,"27,554",431,81.0,"940,235",66.0,"42,954,487","21,247",,"2,990,649",0
J Balvin,6/28/2019,570,63.8,1706325903.0,"149,957","78,600,154",79.0,"1,527,773,578","6,954,777",51934.0,"21,045,881","143,346,183","334,064,909",157.0,"19,418",24,118.0,"3,592,823",39.0,"150,953,996","62,582",,"3,149,000",0
Dynoro,11/15/2017,567,63.8,1432473324.0,"235,239","70,280,564",74.0,"1,652,679,786","14,105,895",973173.0,"34,950,153","481,312,317","476,314,802",182.0,"112,709",,146.0,"2,190,340",42.0,"138,789,970","54,653",,"17,057,505",0
Sia,1/1/2014,569,63.8,1729264620.0,"171,065","77,207,881",75.0,"3,137,616,905","17,150,946",369612.0,"124,140,769","1,176,707,701","1,774,014,030",216.0,"244,316",257,151.0,"1,369,282",70.0,"409,374,508","528,134",,"19,192,527",0
benny blanco,7/12/2018,571,63.7,1736530084.0,"174,867","50,426,363",73.0,"885,823,017","4,489,619",133341.0,"12,574,029","116,720,227","698,890,380",173.0,"315,236",198,51.0,"518,961",51.0,"438,743,234","136,245","32,640,916","8,681,998",0
Eminem,1/17/2020,572,63.7,1456635235.0,"241,715","56,568,076",78.0,"657,464,189","10,293,443",162256.0,"37,734,089","310,162,794","280,494,505",76.0,"1,087",110,61.0,"502,301",26.0,"151,276,536","248,709",,"3,056,826",1
Meghan Trainor,1/1/2014,573,63.6,815661095.0,"92,401","43,164,406",70.0,"2,725,121,387","10,672,692",423870.0,"58,123,781","620,379,145","649,286,436",130.0,"45,010",399,93.0,"464,181",43.0,"514,035,113","1,813,173",,"16,984,011",1
Vishal-Shekhar,12/12/2022,574,63.5,218291402.0,"10,974","8,344,652",66.0,"687,030,830","4,823,376",473000.0,"26,417,464","568,124,616","1,434,494",27.0,"2,038",,1.0,"1,097",11.0,"733,552",292,,"267,470",0
Shubh,5/19/2023,576,63.4,276505971.0,"18,698","9,458,603",73.0,"356,244,269","3,597,189",546123.0,"13,229,231","193,157,167","596,803",20.0,,,,,22.0,"54,106",66,"2,225,764","509,690",0
Riton,1/15/2021,577,63.3,979440925.0,"257,132","93,789,915",72.0,"43,045,405","285,558",419400.0,"21,243,042","269,812,694","88,241",286.0,"238,633",,159.0,"4,203,809",46.0,"21,699,241","18,631","6,709,391","8,389,740",0
Sebastian Yatra,5/12/2023,578,63.3,337650898.0,"44,292","44,021,764",75.0,"226,249,916","862,952",241103.0,"34,797,656","505,139,679","186,376,381",59.0,"66,673",67,47.0,"2,145,616",65.0,"5,524,025",774,"26,325","1,434,689",0
Sia,12/17/2015,580,63.2,1779046979.0,"161,840","45,579,916",70.0,"2,306,432,379","13,236,478",836539.0,"56,823,958","925,857,941","1,534,392,666",196.0,"10,434",236,87.0,"283,297",90.0,"607,967,991","285,233",,"28,940,990",0
Justin Bieber,1/3/2020,579,63.2,792379282.0,"96,177","23,338,709",62.0,"887,226,751","13,188,871",4410189.0,"173,359,563","2,580,705,782","603,698,593",171.0,"157,316",169,381.0,"1,239,061",30.0,"45,686,998","177,469",,"3,298,698",0
Victoria Monï¿½,6/16/2023,582,63.1,119798692.0,"16,874","43,909,927",65.0,"57,621,851","673,949",52478.0,"14,376,748","138,101,105","286,698,611",55.0,"306,628",382,39.0,"8,198,464",78.0,"17,556,177","11,350","2,797,592","1,507,722",1
Juice WRLD,7/10/2020,583,63.1,901486450.0,"157,381","25,837,638",71.0,"419,337,114","4,349,040",491431.0,"53,221,207","482,804,184","19,920,776",30.0,"22,361",23,36.0,"101,369",15.0,"58,369,856","96,691","64,831,833","1,303,125",1
Sam Smith,9/8/2017,584,62.9,2061017397.0,"157,801","71,564,108",78.0,"1,988,375,859","11,184,649",742139.0,"16,133,167","118,957,400","1,820,962,866",174.0,"43,816",30,110.0,"945,336",41.0,"323,918,078","170,501",,"8,024,678",0
King Gnu,9/1/2023,585,62.8,178413226.0,"22,972","6,194,085",78.0,"270,988,549","1,664,863",174300.0,"88,806,278","729,015,072","514,087,095",20.0,600,,5.0,"29,367",8.0,,,,,0
Bayanni,8/24/2022,586,62.8,85207310.0,"31,737","2,778,661",62.0,"59,927,668","420,475",4914172.0,"92,105,584","1,493,815,667","4,900,911",18.0,"5,714",8,7.0,"248,283",,"826,750",641,"3,124,827","2,121,596",1
Big One,4/4/2023,588,62.6,361219290.0,"34,991","12,554,230",72.0,"319,150,330","1,101,883",710900.0,"63,611,915","947,077,415","329,133,682",13.0,"17,927",,21.0,"5,312,674",13.0,,,,"654,350",0
Shawn Mendes,9/23/2016,589,62.6,2043626431.0,"185,796","81,455,782",80.0,"1,683,710,842","12,626,585",2310405.0,"82,394,327","544,400,947","1,720,678,088",190.0,"314,017",546,293.0,"2,290,114",55.0,"284,424,039","97,441",,"14,902,121",0
Sanju Rathod,2/6/2024,587,62.6,34996527.0,983,"2,100,536",69.0,"170,115,238","1,923,890",2046.0,"5,503","87,900","152,304,022",1.0,,,,,,,,,"170,779",0
Topic,12/19/2019,590,62.5,1128612961.0,"184,002","50,489,973",69.0,"473,684,535","3,364,098",564408.0,"46,664,008","602,190,373","67,356,913",267.0,"402,599",112,133.0,"2,501,793",33.0,"105,347,004","27,039","13,322,793","15,373,934",0
Taylor Swift,1/1/2014,593,62.3,1409692678.0,"162,649","73,697,294",74.0,"3,622,416,832","14,917,829",322329.0,"269,428,239","2,080,409,767","1,595,433,972",301.0,"45,933",520,115.0,"2,264,405",81.0,"131,156,870","751,459",,"10,197,326",0
Jay Wheeler,6/12/2020,595,62.1,1099019265.0,"107,383","57,705,968",78.0,"1,230,683,305","4,830,196",632899.0,"113,529,720","973,281,040","123,499,549",104.0,"31,013",38,23.0,"1,915,136",35.0,"63,698,595","14,450",,"1,948,311",0
KAROL G,3/24/2021,596,62.0,574357002.0,"69,491","28,426,363",69.0,"1,180,418,876","5,566,219",487000.0,"56,713,955","627,030,538","594,246,368",91.0,"32,815",32,41.0,"2,363,366",40.0,"56,426,614","11,335",,"1,161,001",0
Benson Boone,4/29/2022,597,61.9,725214939.0,"107,667","48,040,727",74.0,"204,956,968","2,396,003",626129.0,"233,812,388","2,046,007,902","2,723,304,479",48.0,"98,191",47,19.0,"576,576",14.0,"10,018,684","12,905","6,084,222","3,629,083",0
SZA,10/28/2022,598,61.9,469322271.0,"68,997","24,096,906",73.0,"77,831,118","981,474",50996.0,"44,266,733","419,727,783","61,197,280",64.0,"278,696","1,150",26.0,"787,665",43.0,"52,365,635","13,823","5,859,226","1,516,065",1
DENNIS,5/4/2023,601,61.7,333339751.0,"41,237","24,980,357",69.0,"164,941,550","1,130,932",1253933.0,"124,997,599","1,585,272,275","158,095,067",44.0,"6,589",135,67.0,"3,132,886",11.0,"183,192",334,,"1,174,062",0
The Weeknd,3/29/2018,603,61.6,1780889877.0,"229,909","75,001,452",79.0,"1,366,385,062","10,766,000",284554.0,"89,244,170","742,902,070","288,311,308",121.0,"3,403",4,62.0,"333,884",29.0,"173,195,736","97,371","16,332,502","8,331,752",0
MEDUZA,9/27/2019,604,61.6,932911098.0,"180,309","53,903,360",66.0,"412,062,322","4,053,612",5201086.0,"487,782,696","5,676,756,004","99,396,759",265.0,"223,012",274,305.0,"2,019,465",23.0,"48,014,603","11,561",,"8,835,435",0
Billie Eilish,5/17/2024,606,61.5,74533081.0,"4,192","13,299,713",84.0,"4,455,957","101,176",166.0,,,"934,654",60.0,408,1,8.0,"208,876",17.0,"183,715",381,"763,697","62,349",0
Nicky Jam,6/19/2018,605,61.5,341040837.0,"36,912","15,902,955",60.0,"2,922,815,312","10,451,653",16100.0,"3,472,949","24,802,266","234,524,144",23.0,"5,850",,19.0,"112,905",,"95,517,258","14,891",,"727,415",0
YNW Melly,8/9/2019,609,61.4,484542375.0,"97,431","11,914,330",64.0,"164,470,388","1,490,017",6584665.0,"105,210,640","999,433,711","15,442,781",13.0,434,,5.0,"31,550",,"44,167,227","99,074","82,438,907","1,457,720",1
Luis Fonsi,11/17/2017,607,61.4,935042457.0,"92,728","21,057,073",68.0,"2,463,300,079","11,133,796",1121206.0,"13,550,452","139,512,356","391,129,325",92.0,"81,252",,76.0,"175,283",36.0,"113,179,212","41,836",,"8,719,140",0
Future,1/1/2017,614,61.3,1596770801.0,"281,838","66,110,271",77.0,"1,296,329,209","14,241,982",1693184.0,"235,882,300","2,521,784,913","193,985,669",220.0,51,40,68.0,"544,177",39.0,"358,165,536","365,569",,"11,357,103",1
Lewis Capaldi,5/17/2019,611,61.3,1920784716.0,"211,573","106,250,249",77.0,"814,045,992","8,072,383",912147.0,"104,538,556","1,042,158,771","614,489,930",203.0,"1,048",68,62.0,"378,234",33.0,"198,714,579","117,124",,"12,280,979",0
Amaarae,9/16/2021,610,61.3,428189728.0,"95,507","22,395,876",67.0,"84,966,187","868,089",5406735.0,"1,021,159,104","11,653,604,916","98,142,716",100.0,"22,558",122,24.0,"101,103",33.0,"6,960,206","6,180",,"5,024,951",1
(G)I-DLE,5/15/2023,616,61.2,289304213.0,"25,925","7,047,731",72.0,"336,281,559","3,407,011",404600.0,"257,833,478","1,992,738,757","572,838,570",33.0,"4,473",,5.0,"25,127",38.0,"786,642","3,077","1,151,435","689,921",0
Polo G,4/9/2021,615,61.2,923823292.0,"218,155","31,818,910",72.0,"300,905,049","3,235,053",147432.0,"71,450,602","619,442,138","275,110,787",143.0,"128,393",554,28.0,"283,344",49.0,"51,760,583","51,356",,"2,180,167",1
Lana Del Rey,3/17/2023,620,61.1,513353284.0,"73,253","71,366,345",80.0,"91,324,061","1,419,414",42282.0,"19,858,700","152,008,937","225,040",70.0,"30,184",20,39.0,"830,621",41.0,"22,345,351","3,483","3,794,067","3,754,332",0
King,10/12/2022,621,61.0,467454503.0,"25,221","7,852,722",71.0,"627,711,778","7,180,269",622000.0,"11,756,945","189,880,241","506,446",18.0,921,,1.0,"1,097",9.0,"3,330",,,"397,715",0
Saweetie,1/7/2021,622,61.0,571532926.0,"95,775","30,817,811",66.0,"480,128,955","4,921,945",2150682.0,"255,722,462","2,362,426,981","36,411,816",143.0,"202,966",921,50.0,"237,821",48.0,"145,038,061","82,633",,"2,977,469",1
KAROL G,8/26/2022,623,61.0,427247328.0,"42,444","22,820,163",66.0,"547,409,394","3,332,851",333197.0,"26,378,245","275,273,861","708,455,030",38.0,"41,880",104,24.0,"6,138,492",41.0,"51,711,477","9,193",,"1,177,588",0
Jason Derulo,2/23/2017,624,61.0,1116304877.0,"120,975","28,691,304",66.0,"2,024,330,020","12,350,722",5384329.0,"108,811,158","816,827,324","618,637,192",5.0,1,,58.0,"265,507",11.0,"104,822,007","105,778","24,296,452",,1
Nio Garcia,1/1/2017,625,60.9,1176693861.0,"132,271","43,704,712",69.0,"2,570,135,916","11,563,688",749700.0,"18,965,802","254,943,718","304,845,333",84.0,"18,925",50,51.0,"1,787,985",,"252,140,479","178,669",,"8,825,164",1
Travis Scott,8/3/2018,626,60.9,2134271997.0,"330,314","97,027,433",77.0,"271,517,371","2,036,075",1159868.0,"262,664,925","2,562,546,341","8,490",286.0,"79,741",107,70.0,"834,774",115.0,"307,942,023","300,265",,"10,345,810",1
Nicki Minaj,6/23/2023,630,60.6,470659154.0,"53,386","35,912,569",71.0,"143,805,714","2,019,310",307562.0,"119,653,263","1,220,529,181","581,626,428",68.0,4,"1,012",31.0,"494,407",35.0,,,,"1,637,333",1
Luke Combs,6/17/2022,628,60.6,470340261.0,"68,177","14,091,711",75.0,"123,212,252","623,104",72219.0,"39,713,127","395,041,727","513,736,581",45.0,"321,811",106,7.0,"141,841",25.0,"175,596,345","25,175","697,439","1,452,588",0
Joost,2/29/2024,629,60.6,111170278.0,"12,493","25,123,151",81.0,"50,014,053","797,138",91200.0,"3,125,018","34,861,500","4,715,872",27.0,"9,467",41,34.0,"1,098,059",12.0,"17,776",114,,"178,197",0
NewJeans,1/2/2023,632,60.5,675591495.0,"53,019","18,823,180",75.0,"296,668,872","3,652,203",566750.0,"299,538,483","2,441,354,214","228,437,645",43.0,"13,660",25,10.0,"209,526",45.0,"1,244,038","2,134","2,311,794","702,234",0
Rauw Alejandro,9/22/2022,635,60.4,396549329.0,"56,179","20,926,929",67.0,"185,441,424","1,023,796",2400609.0,"377,165,558","5,233,247,603","19,049,338",43.0,"36,151",174,23.0,"368,136",46.0,"20,524,547","4,585",,"1,071,446",1
Martin Garrix,10/23/2015,637,60.4,1452194416.0,"164,935","69,180,262",75.0,"1,487,688,794","13,819,002",3910130.0,"133,502,443","1,030,123,230","362,287,135",154.0,"25,846",146,96.0,"1,089,039",33.0,"301,519,647","172,846","90,192,637","8,395,318",0
Cartel De Santa,3/4/2023,633,60.4,323657766.0,"28,785","11,052,463",69.0,"373,726,087","2,491,193",416201.0,"53,038,445","623,071,891","304,414,240",9.0,"2,712",1,3.0,"1,108,265",7.0,"13,592,777","11,376",,"2,690,874",1
aespa,11/10/2023,634,60.4,198043685.0,"11,991","12,559,068",78.0,"203,832,651","2,922,155",43265.0,"64,109,374","442,468,610","1,241,723,341",26.0,"2,805",7,6.0,"573,116",24.0,"306,346",786,"829,911","261,344",0
Joel Corry,7/3/2020,636,60.4,1196521179.0,"190,615","90,132,900",74.0,"362,915,972","1,650,951",434330.0,"24,163,311","269,796,885","181,591,757",383.0,"411,715",498,216.0,"3,455,476",65.0,"58,649,277","12,515",,"8,953,467",0
Bad Bunny,5/31/2019,638,60.0,1448173030.0,"156,477","70,813,159",70.0,"1,341,625,876","6,392,667",625362.0,"38,376,453","354,361,373","319,055,884",145.0,"21,249",58,58.0,"3,650,942",26.0,"177,618,696","48,208",,"3,026,321",1
Dean Lewis,8/5/2022,639,59.9,459712644.0,"86,820","35,269,550",69.0,"116,599,191","1,422,757",189900.0,"92,382,361","749,847,975","553,126,618",57.0,"206,210",428,21.0,"85,862",22.0,"59,479,060","16,184","5,160,877","2,330,861",0
Polimï¿½ï¿½ Westc,2/14/2022,642,59.7,360068693.0,"58,995","18,998,905",64.0,"149,041,400","1,103,249",4984600.0,"450,591,101","4,865,262,796",,35.0,"18,457",,19.0,"138,088",19.0,"55,318",706,,"1,212,308",0
Yall,2/3/2023,641,59.7,16264949.0,"4,532","1,638,498",48.0,"2,287,199","35,193",4771500.0,"156,817,500","1,820,623,806",,2.0,,,,,,"26,640",307,,"235,920",0
Rosa Linn,3/19/2022,643,59.7,1039482815.0,"99,333","60,341,587",79.0,"14,074,005","277,824",20083.0,"254,036","6,824,133",,133.0,"366,151",661,75.0,"2,521,874",39.0,,,"3,569,232","9,224,184",0
PSY,1/1/2012,647,59.6,477162323.0,"103,211","28,183,533",67.0,"5,849,588,091","31,460,015",146609.0,"64,279,161","578,660,460","288,553,687",93.0,"13,151",77,50.0,"208,246",21.0,,,,"7,977,546",0
NATTI NATASHA,8/18/2017,648,59.6,889098343.0,"84,086","32,287,923",69.0,"2,707,034,440","9,483,547",425400.0,"28,701,107","312,894,649","278,049,333",58.0,"15,053",88,39.0,"482,047",59.0,"190,129,072","63,576",,"3,803,337",0
Shakira,1/1/2016,646,59.6,1006124005.0,"96,248","34,837,159",72.0,"3,290,132,416","13,447,183",122464.0,"27,711,123","270,324,375","263,463,888",114.0,"20,842",74,91.0,"871,678",49.0,"215,160,586","143,400",,"7,404,696",0
Drake,8/14/2020,645,59.6,962634706.0,"222,576","40,254,416",69.0,"645,367,972","5,525,087",59816.0,"28,688,641","232,612,189","200,715,765",170.0,"1,830",49,71.0,"208,959",29.0,"111,165,919","54,849",,"2,255,595",1
Post Malone,2/23/2018,650,59.5,1517935273.0,"183,827","31,780,671",70.0,"1,316,530,001","8,403,766",13942.0,"5,079,910","41,586,060","291,238,119",92.0,"136,508",160,45.0,"356,717",19.0,"443,344,783","247,892",,"6,938,949",1
Jhayco,7/28/2023,651,59.5,320174752.0,"51,073","31,619,869",73.0,"104,188,558","465,006",278104.0,"136,034,375","1,510,621,389","30,755,464",48.0,"29,430",9,22.0,"534,709",30.0,"697,732",897,,"597,203",1
Alan Walker,12/4/2015,653,59.4,1943842010.0,"221,874","62,851,374",75.0,"439,888,055","5,232,880",11253946.0,"269,640,001","4,682,512,450","23,770,197",103.0,"107,625",4,107.0,"1,092,635",49.0,"122,793,202","262,131","11,403,504","26,821,494",0
Kizz Daniel,10/13/2022,655,59.3,86103527.0,"24,888","4,522,560",62.0,"211,940,922","1,076,420",3115217.0,"71,261,169","1,387,044,831","69,365,971",20.0,"14,428",4,6.0,"438,492",18.0,"5,049,678","1,949",,"3,663,496",1
LF SYSTEM,5/2/2022,656,59.3,355203657.0,"146,218","60,783,514",74.0,"46,743,730","381,567",201874.0,"142,211,766","1,767,047,572","746,547,494",112.0,"113,950",369,55.0,"1,570,302",35.0,"69,412","1,389","12,813,061","3,424,307",0
Post Malone,12/24/2018,657,59.3,1680612367.0,"201,840","56,914,511",74.0,"630,890,897","5,912,252",536365.0,"51,435,673","477,810,652","284,679,984",137.0,"198,344","1,478",42.0,"35,766",26.0,"391,192,844","302,612",,"6,704,282",1
Imagine Dragons,1/1/2012,654,59.3,1836362703.0,"236,427","68,978,853",75.0,"1,838,544,809","12,824,587",340696.0,"56,611,247","640,674,307","216,497,133",111.0,"166,884",650,118.0,"869,248",47.0,"1,108,092,615","2,068,154",,"16,364",0
Black Eyed Peas,10/12/2019,659,59.2,961358721.0,"155,959","47,278,163",65.0,"1,188,737,111","7,547,115",212737.0,"22,305,262","307,352,160","230,662,728",201.0,493,115,147.0,"1,479,424",45.0,"151,816,538","47,318",,"11,191,965",1
blackbear,8/23/2019,658,59.2,1265080733.0,"198,773","30,644,248",70.0,"356,598,545","5,539,172",333375.0,"80,730,443","579,006,925","297,754,199",120.0,766,182,29.0,"652,935",13.0,"231,292,863","252,439","38,828,009","9,785,960",1
Sam Smith,1/11/2019,663,59.1,1349115675.0,"113,525","53,504,146",71.0,"1,029,803,478","4,717,155",221401.0,"6,690,117","102,120,652","2,211,960,159",180.0,"509,702",524,76.0,"1,145,425",56.0,"258,006,262","105,686",,"9,363,816",0
Giveon,2/21/2020,665,59.1,1157206056.0,"189,404","63,215,005",75.0,"158,131,164","1,488,878",1833826.0,"426,830,431","3,272,868,374","29,873",191.0,"209,890",255,58.0,"1,276,396",43.0,"77,600,589","71,185","29,746,145","6,963,195",0
BoyWithUke,9/10/2021,662,59.1,690010618.0,"145,080","16,730,668",69.0,"366,093,721","7,390,377",643140.0,"290,455,168","2,787,939,961","1,219,791,364",24.0,"61,430",151,27.0,"541,010",15.0,"10,399,079","53,016",,"5,582,299",0
Chris Stapleton,4/28/2015,661,59.1,954073526.0,"162,233","36,021,163",77.0,"1,153,379,467","6,645,883",148665.0,"21,371,017","243,324,273","147,427,683",117.0,"14,374",100,24.0,"15,644",34.0,"1,274,748,936","1,291,820",,"5,069,348",0
Cardi B,2/4/2021,664,59.1,646916214.0,"97,970","34,102,798",65.0,"496,850,951","6,266,644",2776485.0,"885,852,462","6,912,025,468","66,038,736",173.0,"15,142",869,60.0,"214,629",40.0,"147,844,649","104,705",,"3,173,352",1
Tiï¿½ï¿,8/12/2021,670,58.9,686371118.0,"95,938","62,300,199",69.0,"479,721,274","3,066,965",1500000.0,"146,674,018","2,298,614,237","1,914,236,734",130.0,"104,810",945,87.0,"604,339",51.0,"46,151,542","9,577",,"4,879,555",1
Fuerza Regida,6/22/2023,668,58.9,502536183.0,"37,578","22,883,474",77.0,"151,406,654","886,902",380400.0,"77,609,922","866,457,165","38,095,038",40.0,"2,639",312,17.0,"2,206,560",16.0,"36,328,828","10,092",,"591,279",1
Liamsi,4/7/2023,666,58.9,24215252.0,"12,008","950,490",48.0,"12,381,597","191,468",3611019.0,"229,593,251","3,302,969,819",,1.0,"4,445",,1.0,839,2.0,,,,"1,389,350",1
JID,1/14/2022,667,58.9,548724288.0,"170,892","80,727,459",79.0,"91,605,414","1,539,359",28794.0,"90,067,000","813,374,956","476,994,273",53.0,"1,046",538,28.0,"2,732,487",48.0,"21,017,930","13,817","12,373,470","5,341,857",1
Sabrina Carpenter,3/17/2023,673,58.8,488979989.0,"32,825","79,636,817",84.0,"88,126,911","1,378,287",170893.0,"35,176,071","443,060,258","756,672,096",60.0,"212,739",400,72.0,"5,800,066",37.0,"14,414,933","5,802",,"1,261,815",1
Kodak Black,10/30/2021,672,58.8,416955991.0,"123,862","25,561,593",63.0,"174,009,595","1,640,732",255281.0,"140,081,850","1,163,709,610","32,508",65.0,"254,615",350,20.0,"126,629",24.0,"149,887,956","90,700",,"2,259,867",1
Imagine Dragons,7/17/2018,674,58.8,1228556153.0,"154,255","36,941,962",75.0,"1,220,581,919","10,953,316",1207638.0,"29,172,920","396,994,100","186,180,888",72.0,"157,544",175,45.0,"494,642",67.0,"269,729,654","148,539","1,145,378","10,463,981",0
Mawell,6/2/2023,671,58.8,44557662.0,"9,405","3,224,288",59.0,"88,674,781","431,451",2644100.0,"87,005,227","1,729,443,890","54,141,730",1.0,"7,638",,1.0,210,,"336,332",689,,"497,340",1
JACKBOYS,12/27/2019,675,58.8,709850383.0,"165,912","33,706,762",70.0,"75,540,671","750,424",8269500.0,"222,858,336","1,876,371,239","8,841,698",69.0,"29,239",103,24.0,"103,760",13.0,"36,432,352","55,187",,"3,068,690",1
Panic! At The Disco,5/23/2018,678,58.7,1602076880.0,"207,598","99,517,459",75.0,"284,427,491","2,509,207",1056148.0,"78,133,371","790,904,602","92,998,956",20.0,"671,056",550,98.0,"987,939",120.0,"324,085,596","488,258",,,0
Vï¿½,1/13/2023,679,58.6,168087455.0,"33,442","16,618,553",71.0,"139,656,144","2,054,412",2629100.0,"156,998,611","1,559,678,788","45,767,047",,6,,7.0,"278,942",,,,,"1,425,007",0
Ariana Grande,4/1/2016,680,58.6,1427792654.0,"120,921","38,322,144",70.0,"2,458,018,861","14,668,122",1697927.0,"69,105,932","413,361,240","1,906,554,470",128.0,"81,758",116,180.0,"930,854",26.0,"338,758,974","217,054",,"7,455,134",1
Bella Poarch,5/14/2021,682,58.5,452542081.0,"81,642","21,651,326",63.0,"575,228,171","13,396,525",3130325.0,"1,030,644,218","10,270,227,664","673,325,888",77.0,"45,289",119,25.0,"64,858",23.0,"33,608,983","29,714",,"2,055,722",1
Junior H,10/5/2023,685,58.3,363816146.0,"16,161","16,393,454",80.0,"189,158,687","768,324",64160.0,"13,838,072","114,779,266","1,011,182,862",24.0,843,32,13.0,"6,958,217",22.0,"5,987,571","4,056","211,195","711,146",1
